text,label
I have chronic heart disease and high blood pressure. I also take medication for diabetes and high cholesterol.,3
I'm currently in a room that is too dark. It's really hard to see anything and it makes it difficult to do anything.,4
It's a great way to see a new place without having to do all the research yourself.,5
statusThe patient's asthma is currently mild to moderate.,0
"My patient is in critical condition due to extensive burns. He has burns on over 60% of his body. His skin is raw and blistered, and his breathing is shallow and labored. He is in a lot of pain, and he is heavily sedated in order to manage his symptoms.",1
"Right now I'm feeling a little bit of pain in my lower back. It's not too bad, but it's been there for a few days now.",2
"Patient has been having a lot of pain in their lower back for about a week now. It is a sharp, constant pain that is not going away no matter what they do. It is so bad at times that they can't move at all.",3
"My father seems to be feeling cold lately. He's always asking for blankets and complaining about how cold he is. I've tried to dress him in warmer clothes, but he just doesn't seem to be getting any better.",4
What clothes did you wear today?,5
"First responders arrived on the scene to find a patient who had been bitten by a poisonous animal. The patient was conscious but appeared to be in a great deal of pain. The patient's breathing was labored, and the patient's skin was starting to turn a purplish color.The first responders began to administer first aid to the patient. They placed the patient in a comfortable position and monitored the patient's vital signs. The responders also started an IV to deliver fluids to the patient.The patient's condition continued to deteriorate, and the responders decided to transport the patient to the nearest hospital. The patient was placed in the ambulance and taken to the hospital.",0
"-Sharline's patient has second and third degree burns over approximately 60% of her body. The burns are scattered, but the most severe areas are on her torso, arms, and legs.-The patient is in a great deal of pain and is currently on a high dose of morphine to help relieve her suffering.-Because of the extensive nature of her burns, Sharline's patient is in danger of infection, shock, and even death. Close monitoring and treatment are essential in order to give her the best chance for survival.",1
A wasp sting on his index finger.A puncture wound on his calf from a dog bite.,2
"I've been feeling a little bit under the weather lately. My throat has been a little sore and my head has been aching a little bit. My fever has been pretty low, however, and I've been able to keep most of my energy up.",3
"and thoughts on foodI am currently hungry and thinking about food. I'm not sure what I want to eat, but I'm hungry for something. I'll probably end up eating something relatively healthy, but I might also end up eating something not so healthy. I'm not really sure what I want, but I'm definitely hungry.",4
I don't have a strong opinion on that.,5
)I was bitten by a poisonous animal.,0
"You are experiencing chest pain which is not due to a heart attack. The pain may be due to a number of different causes such as a muscle spasm, gas, or heartburn. It is important to try to identify the cause of your pain so that appropriate treatment can be used. Some steps that you can take to help relieve the pain include taking over-the-counter pain medications such as ibuprofen or naproxen, using a heating pad, or taking a warm bath. If the pain is severe or does not go away, you should seek medical attention.",1
"The patient has a few minor injuries on their arms and legs, but nothing that is seriously affecting them.",2
I have a mild cold and a bit of a sore throat.,3
My patient needs her current prescription of antibiotics to help clear up her infection.,4
"Mom: Did you see the game last night?Jon: Yeah, the Cowboys were so close to winning.",5
"Every injury is unique, and so too are the ways in which they can lead to death. Gunshot wounds can range from relatively minor to devastating and fatal. Some factors that may contribute to how fatal a gunshot wound is include the location of the injury, the type of bullet, and the amount of damage caused to vital organs.In general, gunshot wounds that hit the head or heart are the most fatal. Injuries to the brain or spinal cord can be especially deadly, as can injuries to the heart or major blood vessels. Bullets that are traveling at a high speed can cause significant damage to surrounding tissues, which can lead to death.When a person is shot, they may initially suffer from a loss of blood, as well as from damage to organs and tissues. Severe bleeding can lead to shock and ultimately death.In some cases, a person may survive a gunshot wound but later die from infections or other complications related to the injury.",0
"Hi, my name is John and I am currently sporting a broken leg. It's not too terribly painful, but it's a bit inconvenient.It seems like I broke it just above the ankle. I was walking on it normally and then it just buckled underneath me. I can't put any weight on it at all.I've been resting it as much as possible, iced it a few times, and took some pain medication. I've also elevated it.I'm going to need to see a doctor to get it checked out and see if it needs to be set. I'm hoping it's just a simple break that will require a cast and I can get on with my life.",1
"fallsPatient A's minor head injury fall happened when she was walking down the stairs in her home. She lost her balance and fell head first onto the concrete landing at the bottom of the stairs. She was not wearing a helmet.Patient B's minor head injury fall happened when he was playing basketball and lost his balance while trying to make a shot. He fell head first onto the concrete court. He was not wearing a helmet.Both patients reported immediate, intense pain in their heads following their falls. Patient A was also experiencing nausea and dizziness, while Patient B developed a large bump on his head.After receiving initial treatment for their injuries, both patients were discharged with instructions to follow up with their primary care physicians within a few days. Patient A was advised to use ice and ibuprofen for the pain and inflammation, while Patient B was told to keep the bump dry and monitor for any worsening of symptoms.",2
"I have major depression, anxiety, and panic disorder. I also have asthma, GERD, and chronic pain.",3
"services, for a property she rents outI need someone to come clean up the property I rent out. There is a lot of trash and debris everywhere.",4
I'm not sure who I'm going to vote for.,5
).The patient was shot in the chest and the stomach.,0
There are a few different types of limb fractures that can occur. A simple fracture is a clean break in the bone. A compound fracture is a break in which the bone sticks out through the skin. A comminuted fracture is a fracture in which the bone is shattered into many pieces.,1
"I have a few small burns on my arm from where I was cooking. The skin is a little red and a little sore, but it doesn't really hurt that much.",2
"I've been having diarrhea for about a week now. It's been really bad, and I've had to go to the bathroom a lot. My stool is really watery, and it's hard to control. I've also been feeling really sick and have had a really upset stomach.",3
My patient seem to be feeling too cold. She has a blanket on and she is shivering.,4
I want to be able to provide for my family.,5
"Hello,I am writing because I have severe burns on my face. I was cooking dinner and spilled some hot grease on my face. I tried to wash it off, but it was too late. My face is now blistered and red. It hurts to move my face and I can't see very well because of the blisters. I am really worried about my face. Will it be scarred? Will I be able to see normally again?",0
"I'm not exactly sure when it happened, but I know my leg is broken. It hurts to walk on it, and it's really swollen. I think I may have twisted it or something.",1
"So, I've been having this pain in my lower back for a little while now. It's not really bad, but it's been bothering me a lot. It's a little hard to describe, but it's like a sharp, aching pain that comes and goes.",2
She fractured her arm about two years ago and she has been in a lot of pain since then. About six months ago she started having a lot of chest pain and she was admitted to the hospital. They did some tests and found out that she had a mass on her lung. She has been getting treatments for that but the pain has been getting worse and worse.,3
I am feeling way too cold. My hands and feet are especially cold and my teeth are chattering. I don't know how much longer I can take this.,4
I don't really care what other people think of me.,5
"When assessing a patient's current shortness of breath, it is important to consider the following factors:-The severity of the patient's shortness of breath-The cause of the patient's shortness of breath-The patient's past medical history-The patient's current medical condition",0
"Hi, my name is _______ and I'm a patient here in the hospital. I broke my leg a few days ago and now I have these two big black braces on it. The pain is pretty bad, but I'm taking the pain medication they gave me and that seems to help. I can't really put any weight on it, so I'm using this crutch to help me get around. I'm not sure what's going to happen next, but I'm hoping that this leg will heal properly and I can get back to my normal life soon.",1
".While a patient's current sprains may not be life-threatening, they can be very painful. Rescuers need to be aware of the patient's condition and take appropriate measures to help ease their pain.",2
My aunt is currently experiencing a mild illness. She has a fever and is feeling a bit achy. She is also having some trouble breathing.,3
"I need my medication to continue functioning normally. Without it, I feel very anxious and have trouble sleeping.",4
I don't know anything about history.,5
My loved one was shot twice. Once in the chest and once in the head.,0
Hi! I'm currently experiencing a broken leg. It's really painful and I can't walk on it. I'm currently using crutches to get around.,1
on feetThe patient has some minor burns on their feet.,2
"conditionMy patient's acne is currently mild-moderate. There are comedones (blackheads and whiteheads) present, as well as some pustules. The overall lesion count is low.",3
"I feel very thirsty right now. It's hard to focus on anything else because all I can think about is how much I need a drink of water. My mouth feels dry and I keep swallowing, but it doesn't seem to help. My throat is a little sore, too.",4
"I saw that new movie, and it was so good!",5
"The patient suffered significant facial burns, predominantly involving the eyelids, nose, and mouth. The patient also has burns on the arms and torso. These burns are causing significant pain and difficulty breathing.",0
"The patient's current chest pain is likely not due to a heart attack. It is more likely due to a muscle or bone problem, such as chest wall pain or costochondritis.",1
"oesophageal varicesMy father has been diagnosed with oesophageal varices and he has been bleeding a little bit lately. It's not a lot, but we are worried about it. We don't know what to do.",2
"I have been having some problems with my right hip. It's been hurting a lot and it's hard to move around. I've also been having some problems with my asthma, espeically when it's cold outside.",3
Hi! I'm currently in a room at the hospital that is just too loud. I'm having trouble sleeping and it's really difficult to focus on anything. Is there any way that you could move me to a quieter room? Thank you!,4
The mountains in the distance were so beautiful.,5
"treatment and health seeking behaviourTwo health workers described the current asthma treatments and health seeking behaviour of their patients.Patient A is currently using a two-inhaler combination treatment of an inhaled corticosteroid (ICS) and a long-acting beta2-agonist (LABA). If this treatment is not effective, patient A will increase the dose of ICS or add a leukotriene modifier. If these treatments are still not effective, patient A will seek medical help.Patient B is currently using a single-inhaler combination treatment of an ICS and a LABA. If this treatment is not effective, patient B will increase the dose of ICS. If this treatment is still not effective, patient B will seek medical help.Both patients are using treatments that have been shown to be effective in reducing exacerbations. Patient A is using a higher dose of ICS, which may be necessary for some people to achieve adequate control of their asthma. Patient B is using a single-inhaler combination treatment, which is recommended for people with moderate to severe asthma.",0
"My niece's arm is currently fractured and in a sling. We're not sure how it happened, but she's in a lot of pain. The doctors said it will take about six weeks for the bone to heal.",1
", discomfort, or anxietyThe patient is currently experiencing some minor pain, discomfort, or anxiety. We are doing our best to help them feel better.",2
"My husband has been feeling a little under the weather lately. He has a cough and a sore throat. He's been taking medicine, but it doesn't seem to be helping.",3
I currently need a change of bedsheets. My current sheets are stained and need to be replaced.,4
I'm so excited to go to Spain! I've always wanted to go there.,5
"I'm having trouble catching my breath. It feels like there's a weight on my chest, making it hard to breathe. It's especially bad when I try to do anything physical.",0
Your patient has a broken arm. The bone is visible and there is some bleeding. The arm is swollen and painful to move.,1
"A bee stingA bee sting can be painful. Some people may have an allergic reaction to bee venom, which can cause anaphylactic shock. Signs of an allergic reaction include swelling of the lips, throat, or eyes, difficulty breathing, and a rapid heartbeat. If you experience any of these signs after being stung by a bee, seek medical attention immediately.",2
My mother has a sore throat. It hurts to swallow and her voice is hoarse.,3
levelI am thirsty right now.,4
I really can't stand that guy.,5
a person was stabbed multiple times and later died from the injuries,0
My father has a chemical burn on his hand. It's a deep red and there are bubbles on the surface. The skin is also very dry.,1
from hot waterThe patient has some small burns on their hands from hot water. They seem to be in a fair amount of pain and are using ice to help with the swelling.,2
The patient has a history of liver disease and has been hospitalized in the past for liver failure.,3
The patient is currently in a lot of pain and needs the medicine to help manage that.,4
"In some cultures, it is considered impolite to speak with your mouth full.",5
I'm having a heart attack. It feels like a really heavy weight is pressing down on my chest. I'm sweating and my heart is racing. I feel like I can't breathe.,0
Hospital staff are reporting that the patient is currently severely dehydrated. They are working to correct the problem and hope to see an improvement soon.,1
"There are currently three foreign objects stuck in my ear, nose and throat. The objects in my ear are a ball of wax, a hair and a small insect. The object in my nose is a small piece of paper. The object in my throat is a small piece of metal.",2
"following a injury in the fallMy lower back hurts a lot since I fell. It's been about two weeks. It's the worst when I move around or try to sleep. I've tried some over-the-counter medicine, but it doesn't help much.",3
The patient's family member is describing the current room as being too dark. This might be an issue for the patient if they have difficulty seeing.,4
She looked out the window and admired the scenery.,5
